,mean_haversine_dist,mean_driving-car_dist,mean_driving-car_time,mean_foot-walking_dist,mean_foot-walking_time,mean_cycling-regular_dist,mean_cycling-regular_time,mean_circuity_driving,mean_circuity_cycling,mean_circuity_walking,std_haversine_dist,std_driving-car_dist,std_driving-car_time,std_foot-walking_dist,std_foot-walking_time,std_cycling-regular_dist,std_cycling-regular_time,std_circuity_driving,std_circuity_cycling,std_circuity_walking,min_haversine_dist,min_driving-car_dist,min_driving-car_time,min_foot-walking_dist,min_foot-walking_time,min_cycling-regular_dist,min_cycling-regular_time,min_circuity_driving,min_circuity_cycling,min_circuity_walking,25%_haversine_dist,25%_driving-car_dist,25%_driving-car_time,25%_foot-walking_dist,25%_foot-walking_time,25%_cycling-regular_dist,25%_cycling-regular_time,25%_circuity_driving,25%_circuity_cycling,25%_circuity_walking,50%_haversine_dist,50%_driving-car_dist,50%_driving-car_time,50%_foot-walking_dist,50%_foot-walking_time,50%_cycling-regular_dist,50%_cycling-regular_time,50%_circuity_driving,50%_circuity_cycling,50%_circuity_walking,75%_haversine_dist,75%_driving-car_dist,75%_driving-car_time,75%_foot-walking_dist,75%_foot-walking_time,75%_cycling-regular_dist,75%_cycling-regular_time,75%_circuity_driving,75%_circuity_cycling,75%_circuity_walking,max_haversine_dist,max_driving-car_dist,max_driving-car_time,max_foot-walking_dist,max_foot-walking_time,max_cycling-regular_dist,max_cycling-regular_time,max_circuity_driving,max_circuity_cycling,max_circuity_walking,mean_circuity_driving:0_2,mean_circuity_cycling:0_2,mean_circuity_walking:0_2,mean_circuity_driving:2_8,mean_circuity_cycling:2_8,mean_circuity_walking:2_8,mean_circuity_driving:8_12,mean_circuity_cycling:8_12,mean_circuity_walking:8_12,mean_circuity_driving:12_inf,mean_circuity_cycling:12_inf,mean_circuity_walking:12_inf
Malaga,9.660979266720972,16957.476984436642,1392.7847270993193,14694.401031776999,10579.868829930203,15441.91513417436,3517.52898946547,1.79577000841322,1.633066000665591,1.5323140638240806,5.663540722318078,10614.849534155635,762.7476957172681,8960.466276159677,6451.497554774868,9088.268473922291,2157.5938478677904,0.6124369198849342,0.35318087501982864,0.3366042929551612,0.0763913136597566,78.0,8.0,91.9,66.2,78.0,15.6,1.0132650705740094,1.0210584981874826,1.0239136930959067,5.262737264058861,8714.85,802.9,7807.700000000001,5621.5,8443.3,1849.6,1.459864668052364,1.4235293335946384,1.321188366628264,8.772001499413797,14842.9,1223.4,13021.6,9375.5,13882.3,3103.0,1.6711212889540858,1.5485435472785887,1.4551369084899866,13.176994824116807,23422.949999999997,1897.55,20125.6,14490.35,21135.85,4846.95,1.9342417211513259,1.743781835352674,1.64255979852832,30.003011990004072,65421.7,4346.0,49043.5,35311.2,53323.7,12196.3,9.848986291837068,9.204643097210411,9.204643097210411,2.3156970227907,1.911761812564466,1.6766955969881672,1.8123074949410065,1.6628134205626888,1.53906091898543,1.7221781895618997,1.5996908175123854,1.5082611815487927,1.746519816771776,1.574699004077613,1.5187140859117043
Milano,5.978918768365714,8858.143959022602,1105.8893689958943,7395.923434448121,5324.957380316499,8107.417136365448,1725.6224179854107,1.4921848525267742,1.3887085934507795,1.2538982542783434,2.959810229810092,5462.138498355662,462.78280818910866,3604.6840644333333,2595.324506609961,3908.486438118092,827.9194467826227,0.40159532110619467,0.23581838808459007,0.15149315085869908,0.1026815995524665,104.9,21.7,104.9,75.5,104.9,21.4,1.0013074623343918,1.0013074623343918,1.0023071780872845,3.7180386106444683,5335.6,760.9,4667.25,3360.3500000000004,5176.4,1111.2,1.2771062495906977,1.2680060963167203,1.1721421585484144,5.730810592140013,7990.1,1081.6,7083.1,5099.7,7779.3,1652.4,1.3780066994103721,1.337949837514223,1.2185274331621474,7.986600702209726,11079.349999999999,1434.65,9827.25,7075.5,10704.25,2262.35,1.5510579759643401,1.4427888049080793,1.2913782217657501,16.19418105198649,44542.7,3170.4,22425.5,16146.2,27726.6,6426.0,9.980906924124909,8.759502572901335,5.2499856475364215,1.8126577772462278,1.6050228920642722,1.3596612671164159,1.446273838219638,1.387816137320301,1.2538933724123673,1.4461160139097586,1.3215464479972296,1.2197376523141896,1.9768042243620247,1.315436249232117,1.2180659853028077
Minsk,8.706762559706139,12951.832227318047,1079.6539102691925,10340.484997008974,7445.027557328016,11467.117962113658,2496.0615712861413,1.5128125971202364,1.3411633432492511,1.2098655069851918,4.479632307014304,7328.3400480629425,455.68276775873386,5114.560719372999,3682.427679161189,5730.876637409431,1250.5082925363126,0.38412536531410846,0.1617726662002106,0.12819938605188436,0.0951375959050137,142.9,11.7,117.8,84.8,117.8,28.3,1.0031625573347904,1.0097543040315762,1.0007010603617295,5.280740207571002,7702.9,758.9,6446.2,4641.15,7107.25,1549.25,1.2767160379675977,1.2502467568041764,1.1462111635112926,8.29940870590199,11481.7,1062.5,9938.1,7155.4,10958.7,2376.1,1.41644509751897,1.3134126389895817,1.1872446294176922,11.675690786658084,16466.35,1368.8000000000002,13700.8,9864.400000000001,15222.2,3298.9,1.6512247293804299,1.392764272509244,1.2409563853199574,27.74360578963976,50103.2,3556.2,32015.6,23051.0,38145.4,8565.0,9.613725609223028,6.621777969544669,6.616442988905332,2.031460107131282,1.5498376231213749,1.3779344666852056,1.5120391964182793,1.3638493392500848,1.2335321673776447,1.4252893167708554,1.3138216238683524,1.1868128530946567,1.5292415578489025,1.2942188745355527,1.1632030656697159
Munich,8.486650503889424,12897.98032478862,1222.1297790005815,9974.66709613922,7181.640757392744,10663.649362501676,2192.7950006710507,1.4907113883752205,1.282235286499351,1.1939559129071515,4.258949297678467,9137.236681766826,502.1079004867797,4807.573918386774,3461.397213150708,5113.398909093218,1044.698738330113,0.4589481731244249,0.14533837873119274,0.09287989896390271,0.0275056733129871,34.6,5.4,34.6,24.9,34.6,6.9,1.0000394268048198,1.0000394268048198,1.0000394268048198,5.214728252231402,7206.55,845.2,6279.7,4521.35,6727.575,1389.9,1.2460733887705864,1.2062057852690642,1.1409040592037183,8.164834716707018,10913.05,1209.7,9655.1,6951.5,10313.2,2121.0,1.3423386675816689,1.259962619495079,1.17996746681531,11.365340948039613,15314.375,1580.75,13308.050000000001,9581.675,14215.75,2918.8,1.526979797899335,1.32650406924337,1.226935199598296,25.31532606539431,63251.8,3399.0,28111.8,20240.2,30210.3,6222.7,9.780376163540579,8.477197646501589,3.9775045508197304,1.8518338340925853,1.5140913330920729,1.3392215325530907,1.4301654471462493,1.3032093050304179,1.211862462459329,1.3965043642333117,1.2577945319879524,1.176814930415017,1.6817568715617592,1.2259493482868506,1.1512693709753787
Oslo,7.796083883954926,11433.953130024118,1181.8323854501607,9462.20860631029,6812.661319332798,10422.866931270097,2169.2620377813505,1.543639690934629,1.3640078010817702,1.2328364703071908,4.228628814054997,5835.644926440332,514.8873063512915,5014.90935768944,3610.6723184308985,5537.405364871255,1139.5470340664356,0.4247635753324522,0.19085777097951676,0.11946412448773246,0.0766897790460512,108.4,23.0,107.4,77.3,108.4,32.1,1.0219489656652925,1.0285657450313352,1.0345453212923565,4.494659732990107,6962.275,804.775,5570.5,4010.7250000000004,6153.525,1291.775,1.3243220830884215,1.2575587839665083,1.1669506279177657,7.2989382741217455,10795.25,1135.6,8864.9,6382.6,9734.75,2024.55,1.4443884420613369,1.325655536583663,1.2032967653730648,10.585400791070585,15218.925,1518.3,12799.375,9215.349999999999,14075.2,2912.15,1.6177138668860034,1.4166295757377136,1.2630952208725041,27.69374914492101,38220.7,3408.6,32082.3,23098.9,35100.1,7295.4,9.85061164243897,5.819112740505657,4.067114406969414,2.1202953439761547,1.5896010456113951,1.3894844371938015,1.5807355070579368,1.3715441271646998,1.2384852394511474,1.4400382409503825,1.3297710206627364,1.2101254139452315,1.3948620798952431,1.3160505292069835,1.196566075661158
Palermo,6.318850008827717,9456.079057006402,847.7637790874911,9043.983131795549,6510.868046946449,9705.616431256985,2028.8071130982623,1.6103146007051645,1.618459131327231,1.4770671342679143,3.5750695974393896,5121.703042146308,453.23715487078437,5027.933248447015,3620.3311829428008,5205.332726018562,1112.6231725656658,0.6177031468836639,0.4860571635275597,0.39965914518164963,0.026775682539045,46.7,15.3,46.7,33.7,46.7,28.0,1.0008487827544366,1.0022725059518398,1.0022725059518398,3.5588053376235838,5607.825,524.4,5178.5,3726.6,5686.85,1176.725,1.2787317475206668,1.356547977767394,1.2711896045163917,5.762295635503545,8667.05,765.7,8296.15,5972.8,8994.45,1863.05,1.4357264436704813,1.4903738664695259,1.3732065559739421,8.585204458874928,12525.574999999999,1079.15,12294.575,8849.975,13088.95,2732.85,1.7044172832160354,1.7078409636183507,1.5404276891185802,19.70933284474914,32640.9,3646.4,33242.0,23934.1,32626.8,7371.0,9.608004165654068,9.74530075799009,9.267219716523359,2.1904117020907146,2.0453342139748347,1.6931930114003504,1.6242785612870436,1.6273227223520683,1.4868201257938929,1.425349221427649,1.4896876918499322,1.4058694295181087,1.32005979080677,1.395628546850203,1.339786910473315
Paris,5.680437467356908,8075.8620734244105,1024.9054365547872,6739.525900938888,4852.385101478608,6969.8784393096075,1446.6930398605723,1.4457194244006277,1.2587157788364753,1.2073904754488523,2.948085558341547,4562.263641977409,410.0221696965381,3364.8979955434843,2422.692808326031,3453.76204849366,707.6167329811474,0.3851708871731583,0.1699931804004548,0.10608764596974374,0.0281435958051271,83.7,12.1,87.6,63.1,93.1,18.6,1.000050595434543,1.0007877019792588,1.008179025380361,3.455091290675993,4752.35,716.95,4208.200000000001,3029.8500000000004,4382.35,917.3499999999999,1.2411918443600003,1.1694752521603413,1.1540288099576135,5.396603800339319,7124.9,1025.3,6428.0,4628.1,6625.7,1375.3,1.3563828548204802,1.2262784569593097,1.190927257656459,7.566949749815965,10452.900000000001,1334.8000000000002,8906.55,6412.65,9225.3,1901.85,1.545623630642985,1.3023256999150115,1.2354151458843385,17.27083933226307,33288.2,2678.0,19957.8,14369.5,20952.3,4333.1,9.844091290630244,6.2089874872770725,4.846322345778882,1.8037417699534883,1.4730286627893099,1.33424057458743,1.389427602968319,1.2481631056416187,1.203630100682284,1.4836413115979337,1.2038498180393267,1.1658328840556853,1.4155541938277048,1.166723338127516,1.1495658448464596
Porto,3.7543289159997797,5503.150903614457,545.0325731497418,4991.083078743545,3593.5249892426855,5603.39805292599,1254.289920395869,1.590498165533604,1.5526306220279964,1.3651290313108204,2.090425790912197,2749.1581750084815,231.12654496323748,2654.1417929608137,1910.9564686215815,2962.378712961872,646.8396826058238,0.5604491671398415,0.3257654592139958,0.17879902342891635,0.0234336761411497,45.5,5.1,65.8,47.4,65.8,21.0,1.0010701807220193,1.0010701807220193,1.0073452790035757,2.107343935326237,3415.9,369.4,2939.075,2116.1,3259.4,740.9,1.3190196851786906,1.3849919297094113,1.268973917412914,3.468239041255523,5206.75,532.95,4650.65,3348.4,5223.450000000001,1169.55,1.452092374131793,1.4935087687198263,1.33501594015754,5.121326865329545,7236.15,702.1,6725.05,4841.95,7600.0,1688.825,1.6620955694459116,1.6307535967782893,1.4144677987513266,10.91151077055612,19513.3,1299.8,13997.1,10077.8,15275.8,3366.4,8.991602149756341,7.773142948186774,5.422705702414577,1.9961972908732275,1.7562345957209744,1.4816576249003335,1.4775060127401083,1.4969410603871836,1.3332093743693028,1.3329775780750193,1.4022918201185792,1.2800584184727988,,,
Prague,9.845594338715191,14897.33648046158,1474.267850336568,12009.84371710814,8650.77287000612,13812.90756184981,2996.7989142407555,1.5629586535419246,1.4338075755215869,1.2407883147427654,5.056468232984976,7948.596437935902,594.4310992881741,5919.018897666604,4262.423935606607,6786.171204693313,1463.6692427276316,0.4372562741987447,0.1896752202133339,0.11309407404483317,0.0411989917542779,51.0,12.2,75.8,54.6,75.8,24.8,1.0001988874312466,1.0001988874312466,1.0001988874312466,6.007553005026002,9183.400000000001,1042.2,7537.6,5429.5,8686.849999999999,1896.1,1.3307118990567717,1.316419597075647,1.1764032055520484,9.34764868535942,13787.1,1456.6,11504.4,8285.3,13242.7,2868.2,1.4609228766138649,1.3960275680275118,1.2260742132005007,13.030410039638582,19293.15,1878.0,15814.0,11390.4,18187.5,3919.45,1.6569576983350354,1.5063476364205188,1.2785682028570773,30.04397033298894,59910.4,4260.0,36560.4,26323.3,41262.1,8969.1,9.903465182458385,5.756982805450925,3.8988524987416993,2.217782608833479,1.690278308449141,1.4113493740079146,1.6275319549928786,1.4773098116655665,1.2706435633011697,1.494354382276602,1.4176227858848311,1.2294118560490688,1.4840558739042768,1.371585611491615,1.1988982974389266
Rome,15.374697454694923,24121.614911313944,1673.684957752847,22199.336860052186,15983.367094319008,23492.162498469304,4878.365723759196,1.6027746213887635,1.5542067133847153,1.4652032326919182,8.200011377259012,12871.347006875036,655.6557890085344,11842.639469973874,8526.63227976654,12647.109450997066,2606.0759210310484,0.4079497731482521,0.3260372264508122,0.291204962129879,0.0747834635848353,74.9,15.4,84.9,61.1,84.9,21.5,1.0015583179700216,1.0031320004948416,1.0031320004948416,9.043050865534331,13428.0,1214.6,13013.5,9369.7,13763.5,2877.8,1.3450101069293352,1.388330913029766,1.3201141299261934,14.40330742735473,22799.2,1644.6,20750.2,14940.0,21827.8,4542.6,1.5049753860199082,1.4849384719274696,1.399871775509682,20.795239811781435,33896.0,2087.9,30086.9,21662.4,31765.8,6592.4,1.7471685963727646,1.6267816896001677,1.5222753776024625,48.51257019623948,81712.6,5993.6,73460.8,52891.4,84963.0,17908.0,9.893912076737694,9.766723329516848,9.626947717939172,2.227546877012799,1.9683647817316583,1.7017111167170154,1.630136361341775,1.6367767919814484,1.5324395221158562,1.560680563183111,1.5477692883116574,1.4641144173174179,1.590875007465984,1.5198455416634031,1.4385826091052565
Ruse,4.386716890104817,6301.073075933075,550.367027027027,6072.757207207207,4372.34981981982,6393.522522522522,1340.0909523809526,1.5589287301355523,1.534689015120731,1.4289568659594805,2.629396839782497,3398.8222510150495,267.3569749744511,3513.159933667848,2529.46136373232,3664.4575794694447,769.8007416132967,0.5707297290822602,0.4872122846159833,0.33064097387016594,0.0122295525208054,12.3,2.9,12.3,8.8,12.3,2.5,1.0001379190912447,1.0004260748860112,1.0004260748860112,2.313805703006711,3697.45,345.5,3298.75,2375.075,3564.45,746.75,1.2656787126527926,1.2937430551976474,1.2655958772549085,3.959256070484214,5831.200000000001,520.3,5580.7,4018.1000000000004,5839.75,1227.9499999999998,1.4213696598258634,1.4138237917410357,1.3507321976376148,6.032424195799093,8375.025,719.6750000000001,8188.125,5895.425,8583.75,1793.775,1.6536702500131626,1.6184051638205732,1.4919327832215927,17.7370249887647,20336.6,1677.6,23129.7,16653.3,23040.9,4855.6,9.34361762525325,9.952879497623666,8.182717549630398,1.9805102644745811,1.8141998402299226,1.5865464427278637,1.4760401176318836,1.475027286509537,1.396701248364053,1.3181767849724584,1.4103204744928879,1.349175863257382,1.1969220466673498,1.3044580269854822,1.2901202445924482
Seville,4.9930422141733946,7437.410608261199,725.9542903619357,6765.626015221054,4871.191337942253,7313.353523499681,1519.2928658572011,1.5632340025438436,1.5201406930035217,1.3813340600879487,2.5286170871651477,3772.9319496906455,298.21192557270354,3489.200917994987,2512.1985205187393,3687.3896934749646,775.7812742954824,0.5087724029963693,0.42469551154065227,0.30263483089618437,0.0283872825289462,31.1,7.5,31.1,22.4,31.1,7.4,1.0000203253424835,1.0000203253424835,1.0000203253424835,3.089897421506788,4724.8,511.9,4193.5,3019.3,4608.6,962.7,1.3044535897776268,1.31276173139505,1.2414061707695772,4.761848962502621,6919.2,710.6,6399.6,4607.7,6908.4,1426.9,1.4390057804963357,1.4171582494825266,1.3096638739666493,6.6782596826594895,9667.5,921.3,8908.4,6414.0,9605.0,1974.1,1.6480216520760878,1.581290278970664,1.41589873071961,14.805394316196404,33726.3,2204.4,23989.4,17272.2,25640.9,5863.7,9.678412886360652,9.52906475557031,8.444410133813737,2.0382979452960486,1.8463671799439982,1.5277519776943342,1.5089644907428432,1.4873470349723428,1.367389559967433,1.439397021238162,1.410880541046329,1.3274320991801765,1.4592298892957496,1.3883443879105415,1.326099618447649
Skopje,5.51798972396237,8202.506891551071,813.7386128625473,7257.637459016393,5225.442332912988,7609.406462799496,1585.395605296343,1.5485800174321,1.4249529273889483,1.3583934864995413,3.0136729162746696,5270.689795216494,397.4225473452344,3682.2727565406854,2651.208589480387,3908.771130847668,810.1741645195885,0.6587832178929921,0.2522967631304162,0.22403696569389958,0.0622531641837648,63.3,15.2,63.3,45.6,63.3,12.7,1.003869198106886,1.003869198106886,1.0004306847824032,3.208940521851339,4729.9,543.8,4418.6,3181.325,4628.8,964.4,1.228220773312076,1.2799843606119325,1.2199489633967646,5.188881522478056,7259.2,792.0,6998.95,5039.15,7286.7,1522.4,1.3622198509021979,1.3787425298091847,1.3186800299902837,7.394712242535982,10094.974999999999,1020.3,9723.25,7000.650000000001,10177.925,2117.3500000000004,1.6153178351218576,1.510368019484115,1.431147189006383,17.226026783221492,44151.4,3526.2,21192.9,15258.7,23713.5,4951.1,9.998198486188793,9.899310150343899,7.175935356051203,1.8711483438841865,1.6191585580347048,1.5156454176319047,1.528271954165349,1.4233051150984575,1.3637910202979988,1.410031281848001,1.3209474247945932,1.2549962272033273,1.5226570330142764,1.2896571251534703,1.2042621002114071
Stockholm,8.65905446509064,12645.51739717582,1261.1227049878166,10778.439517952029,7761.289871708305,11370.057100079262,2309.3616240495553,1.5487907531648313,1.3511819559091303,1.2721199935615457,4.803161027521146,6791.985134902695,1038.4516846199444,5711.912928560906,4112.186868747323,5990.6429093046845,1204.3508363683334,0.5202586000286882,0.2377186316457074,0.17948843344064572,0.0311187536309093,37.7,4.5,32.9,23.7,32.9,18.4,1.0014734279474748,1.0044084256296282,1.0044084256296282,4.934011279219787,7632.9,811.6500000000001,6365.1,4584.35,6745.45,1379.3,1.300971126660441,1.2246441673679151,1.178874385938642,8.083127820264881,11876.7,1164.2,10233.7,7370.2,10791.2,2193.6,1.4216068359453027,1.294153393574712,1.229189133015416,11.780246891069904,16870.2,1570.45,14622.849999999999,10528.25,15417.2,3124.45,1.6198234076387332,1.3923011663071787,1.3020393374705648,28.33934595392641,60935.8,18270.7,33314.6,23986.2,34998.6,9078.8,9.731507548596074,8.435488426249792,6.8987736976663045,2.1069644228686033,1.550134229719958,1.3919968272118932,1.6270493640324697,1.3894621055594096,1.3032755870521542,1.4630604369771814,1.3224002181497836,1.2550692059248725,1.3682020656664067,1.2656422885617602,1.205324117861651
Stuttgart,7.186541003366579,11809.145788944723,1343.9985366834171,8788.773945728644,6327.827557788944,9558.61056884422,1969.3645467336685,1.662052720144799,1.359851949146959,1.2415376161285845,3.5356596973071404,7242.157435008345,539.6517855909611,4194.342380460495,3019.884941196642,4514.231528119157,916.9392750450374,0.5119031871226776,0.1880631802358979,0.11354424478495544,0.0099952427278001,16.7,6.0,10.0,7.2,10.0,3.6,1.002959095054509,1.0004759536440941,1.0004759536440941,4.454952821322088,7042.450000000001,945.8,5560.15,4003.25,6093.15,1267.95,1.3491357080320554,1.2571554815990584,1.1862535077384246,6.917138260456768,10518.6,1334.2,8469.2,6097.7,9228.0,1907.0,1.5063844102190822,1.3274981151601044,1.222410433738289,9.661546361536754,14489.5,1739.95,11727.75,8443.85,12733.45,2611.3,1.7944626962872676,1.4175528145683067,1.2706718509480934,18.58673237719713,49579.6,3459.9,23108.4,16637.9,25075.0,5329.8,9.879265500186388,8.271184351265818,7.221961379440301,2.1289187765737343,1.5936974216336723,1.3922991575126413,1.6226709379863131,1.372689923091332,1.2485420399732712,1.5975031517617455,1.3141436922203324,1.2126284348231313,1.7840096187182808,1.2895910132028676,1.201272815319895
Torino,5.392649944067884,7442.069067997076,752.5663541353063,6754.905681476065,4863.469330351383,7237.412352156896,1487.6585480194403,1.4236708839600418,1.3754272430041097,1.2769153026440976,2.7590288647603347,4038.577365543171,336.23391045225424,3361.057995225947,2419.933522153122,3611.967318202043,742.3284387747123,0.3588681097439181,0.2599021058872121,0.20520560291378653,0.0183001696431801,40.6,6.1,40.6,29.2,40.6,8.5,1.0000432715793361,1.0005261783854713,1.0005261783854713,3.2730973896413933,4634.1,495.4,4197.6,3022.25,4482.65,921.8,1.251293893514303,1.2470879038559406,1.1757701019823732,5.10872123441459,6937.2,721.8,6433.9,4632.4,6846.8,1404.5,1.3403399849789828,1.3261370692444567,1.2377912956388348,7.23417784546948,9661.5,981.0,9017.05,6492.25,9630.85,1978.1,1.4783453623394935,1.432305034447444,1.3215077953692562,15.338383591677848,38797.7,2059.1,19168.2,13801.0,22218.1,4686.8,9.80164446111028,9.474380721166359,7.209414807403841,1.7701498082899132,1.5944655090175186,1.4122576401002052,1.3893122969113791,1.3598641117836192,1.2707976168788273,1.338804271270234,1.3156885064225874,1.2280322933708498,1.623326792021079,1.2924607382911775,1.193495479471479
Trieste,4.755361134758244,7728.52205882353,696.4615957869635,6508.115411367249,4685.783773847377,7265.761436804451,1538.4360592209855,1.7705426509347788,1.6606962238781426,1.432045419737291,3.052521882730056,4677.611548374897,356.87702647399465,3735.58935052193,2689.59907283607,3989.9747550508278,831.8553532898537,0.7904074048399982,0.6101517163134553,0.26662502344314637,0.0761779644722873,76.2,6.1,76.2,54.8,76.2,15.2,1.0002892638030612,1.0002892638030612,1.0002892638030612,2.566236380008686,4327.625,440.7,3770.875,2714.975,4287.55,908.475,1.328408657399179,1.3648980491172815,1.2700195547325952,4.139005966874167,6830.95,649.0,5942.4,4278.45,6686.8,1435.45,1.5493596692199259,1.5327905915044058,1.376528483189281,6.169415939152836,10137.875,894.7,8515.35,6130.95,9575.275000000001,2044.325,1.9146231685492983,1.7649029690365128,1.5183792419811595,18.072886977629363,42868.1,3037.4,22988.9,16551.9,26844.2,5495.1,9.951864251282498,9.952786897648272,6.248304997774004,2.222596142969393,2.0507332666141687,1.5896238643657088,1.7330926266329294,1.6311176217602337,1.4274694627842797,1.431760179057,1.3522443734669911,1.2725393546020105,1.3042967814273776,1.2469886892272735,1.2109859526871414
Turku,8.61633115841737,12518.722171189978,1093.0301826722337,11378.701884133612,8202.031403966597,11654.814770354906,2378.374331941545,1.548579371656097,1.4155031957781394,1.356216893636306,6.600676417278843,8772.261651836792,638.0638372693503,8455.002695740648,6090.377296390825,8332.823691428708,1687.0275036531536,0.49600090763134463,0.37861751252502357,0.3573411809560545,0.070352914045166,70.4,4.6,70.4,50.7,70.4,14.1,1.0006692822248098,1.0006692822248098,1.0006692822248098,3.9970120370124835,5926.950000000001,648.1,5201.3,3750.9,5547.45,1143.625,1.281206634744673,1.228792249078678,1.1964334358952582,6.769878620338844,10075.2,989.95,8915.9,6426.75,9376.05,1915.3,1.4076002808910086,1.3092039099304933,1.2549279097481396,11.089098143945609,16958.775,1425.025,15378.4,11080.95,15695.5,3202.725,1.6311957360645446,1.4420780920854512,1.3559482782571688,42.78643547890668,56132.5,11641.7,58549.7,42155.5,56013.9,11412.1,8.976500146693272,8.600865272819751,7.960563425894678,1.9565065677417377,1.5865890664718787,1.4551336466088522,1.5753324161521747,1.4453962283931001,1.3646351477740635,1.529520058642532,1.4268728251518055,1.392187980050408,1.3600501704807586,1.2753734928612868,1.2708784739018888
Valencia,5.53409820174091,7856.505637508972,685.7919703372938,7060.665098476996,5083.615859979268,7373.737947532094,1539.1926720357228,1.5676678774371975,1.410808952470564,1.3107867204843453,4.567887602746501,5585.711605556828,345.491783735159,5578.8326913402,4016.7355694537696,5585.696039852273,1185.042282259561,0.5954053131578204,0.32407212637940486,0.2396287115044243,0.0284867458633018,100.1,24.0,36.7,26.4,36.7,13.2,1.000107334298312,1.005693546532712,1.014964155635579,2.68630645197243,4128.9,448.7,3470.4,2498.7,3817.3,795.7,1.2820520253090373,1.2601032862240462,1.2043905194916844,4.307775470074095,6271.8,630.9,5508.9,3966.3,5863.2,1208.2,1.418033869293894,1.3435013285228863,1.2616738651281054,6.384274179154498,9486.8,845.1,8351.2,6012.8,8658.6,1782.5,1.6400894674208857,1.4604206930242722,1.3462783843048076,27.13843941697777,36641.2,2340.2,31955.2,23007.6,31969.7,6774.8,9.83694374025866,8.055814406114568,7.242382843468512,2.0484814047718816,1.6878376287552168,1.4317350288974118,1.5298871100010063,1.3845517741713094,1.2990293861778495,1.4145888694976823,1.3022495608652875,1.282758501180207,1.202776345704257,1.2463253778046055,1.2277431133376588
Vienna,9.121957504866446,12738.816033888432,1435.3765694033111,11229.026664077295,8084.78828955673,12299.677494295285,2531.6937539447495,1.4481270228011773,1.370414442287024,1.2468459061939385,4.554461235223327,6363.708880594464,643.0122279209502,5480.156558315834,3945.658481145674,6017.614350850975,1226.8536251704331,0.39957430337070904,0.17969253423719517,0.12090955662969559,0.1094995468224426,193.0,25.2,132.2,95.1,166.0,42.7,1.000914340925911,1.002392582055321,1.0084037755272726,5.62300038085375,8038.725,962.725,7055.025,5079.6,7724.9,1601.8,1.2608091937053187,1.2744127685451483,1.1829927543938825,8.714053396316858,12067.35,1385.1,10763.599999999999,7749.65,11783.15,2427.1,1.3549384948377245,1.3402164474694755,1.2258199377597907,12.194079960501266,16636.65,1844.475,14910.525000000001,10735.4,16343.0,3350.575,1.4971837503458776,1.4225415913094945,1.2810796812939502,28.73228127130313,61870.1,5366.7,34859.9,25098.9,40285.0,11046.4,9.816088631008874,8.200940843689926,4.928028606233587,2.044022776900634,1.6068205931832789,1.3970435396633578,1.5021637304535902,1.3934041181849068,1.2660531104487547,1.3831099881599427,1.3468737324278137,1.229641595000173,1.3565390109838484,1.3291382839617303,1.2160393357145165
Warsaw,10.513735265133542,15154.32369122783,1385.7171004868646,12611.728208921846,9082.203549125192,13765.671386790993,2894.779517263922,1.465855102611299,1.3449974650060172,1.2230134617797805,5.338159412187224,8490.015526433144,578.6243594480163,6110.271131575868,4399.874949705049,6572.431253097484,1355.5819330013508,0.37213661146180094,0.18531042389987912,0.13194290502979858,0.0447917675058269,58.2,9.9,64.6,46.5,64.6,12.9,1.00035553352758,1.00035553352758,1.00035553352758,6.425963797512203,9025.8,960.4,7944.3,5721.05,8784.15,1868.75,1.2472055489740206,1.2450250991071456,1.1522747092753645,10.01379206290098,13691.5,1350.4,12136.2,8740.1,13265.6,2797.5,1.3587558581874368,1.3098055427372868,1.198187889441433,14.088977290716779,19366.65,1770.6,16754.6,12067.2,18207.7,3819.4,1.5747887742504694,1.3973943183239979,1.2589314477540614,30.51062585409309,51683.2,3763.2,34744.7,25015.9,38119.3,7984.0,9.83691520692479,7.086238615038317,5.239790581027897,1.9802321805873677,1.627982681041127,1.3996950113509383,1.5014522282215195,1.408461450062453,1.2646773651136514,1.3952339713195296,1.3281988836939482,1.2128636384154399,1.445184792616985,1.278423820764845,1.179391520296177
Zurich,4.5335985367135505,6755.215239910501,830.3707383773929,5433.003057926577,3911.6826303140797,6003.707358912738,1247.9623021463494,1.5676593571358344,1.3621994085187947,1.2202282271612548,2.234366225507381,3505.4404983403792,350.24090099548295,2576.472566247831,1855.0241441846445,2812.4257888303982,576.5577660032341,0.5946172408216119,0.22966541599988435,0.148334452547005,0.0263668920973506,70.5,26.4,34.6,24.9,73.9,19.3,1.001998979410273,1.0146948124215274,1.0052239022799412,2.826926459256368,4319.05,575.3,3474.4,2501.5,3875.6,813.1,1.2778511783582274,1.2398510503484037,1.1455354341739574,4.362019906469478,6394.2,815.5,5268.8,3793.5,5842.8,1212.1,1.410785325243488,1.31263489736343,1.190176958615374,6.037700834840586,8665.65,1065.4,7223.65,5200.9,7941.5,1643.8,1.6328796589161971,1.4143052363566797,1.2537159167791718,12.168724690911391,32234.3,3448.3,14261.3,10268.0,16160.1,3389.1,9.790644549724519,7.090085272153294,7.050871598034337,1.9794979114791222,1.5508856848610344,1.3230188017537865,1.511255099870265,1.3391272459243428,1.2084186739851261,1.4230045256306703,1.2664494241090847,1.1599612400553316,1.255858800997775,1.1862952253971013,1.1361502828908625
